model,audio,audio_path,naturalness,clarity,pronunciation,consistency
sarvam,english_160.wav,outputs\sarvam\english\english_160.wav,5,5,5,5
sarvam,english_161.wav,outputs\sarvam\english\english_161.wav,5,5,4,5
sarvam,english_162.wav,outputs\sarvam\english\english_162.wav,5,5,5,5
sarvam,english_163.wav,outputs\sarvam\english\english_163.wav,5,5,5,5
sarvam,english_164.wav,outputs\sarvam\english\english_164.wav,5,5,5,5
sarvam,english_165.wav,outputs\sarvam\english\english_165.wav,5,5,5,5
sarvam,english_166.wav,outputs\sarvam\english\english_166.wav,4,4,4,3
sarvam,english_167.wav,outputs\sarvam\english\english_167.wav,5,5,5,2
sarvam,english_168.wav,outputs\sarvam\english\english_168.wav,5,5,5,5
sarvam,english_169.wav,outputs\sarvam\english\english_169.wav,5,5,5,5
elevenlabs,english_121.mp3,outputs\elevenlabs\english\english_121.mp3,3,5,5,5
elevenlabs,english_122.mp3,outputs\elevenlabs\english\english_122.mp3,3,5,5,5
elevenlabs,english_123.mp3,outputs\elevenlabs\english\english_123.mp3,3,5,5,5
elevenlabs,english_124.mp3,outputs\elevenlabs\english\english_124.mp3,3,5,5,5
elevenlabs,english_125.mp3,outputs\elevenlabs\english\english_125.mp3,3,5,3,4
elevenlabs,english_126.mp3,outputs\elevenlabs\english\english_126.mp3,3,5,4,5
elevenlabs,english_127.mp3,outputs\elevenlabs\english\english_127.mp3,3,5,4,4
elevenlabs,english_128.mp3,outputs\elevenlabs\english\english_128.mp3,3,5,5,5
elevenlabs,english_129.mp3,outputs\elevenlabs\english\english_129.mp3,3,5,5,4
elevenlabs,english_130.mp3,outputs\elevenlabs\english\english_130.mp3,3,5,5,5
elevenlabs,english_131.mp3,outputs\elevenlabs\english\english_131.mp3,3,5,5,5
elevenlabs,english_132.mp3,outputs\elevenlabs\english\english_132.mp3,4,5,2,4
elevenlabs,english_133.mp3,outputs\elevenlabs\english\english_133.mp3,3,5,5,5
elevenlabs,english_134.mp3,outputs\elevenlabs\english\english_134.mp3,3,5,5,5
elevenlabs,english_135.mp3,outputs\elevenlabs\english\english_135.mp3,4,5,3,4
elevenlabs,english_136.mp3,outputs\elevenlabs\english\english_136.mp3,3,5,5,5
elevenlabs,english_137.mp3,outputs\elevenlabs\english\english_137.mp3,3,5,5,5
elevenlabs,english_138.mp3,outputs\elevenlabs\english\english_138.mp3,3,5,5,5
elevenlabs,english_139.mp3,outputs\elevenlabs\english\english_139.mp3,3,5,5,5
elevenlabs,english_140.mp3,outputs\elevenlabs\english\english_140.mp3,4,5,4,3
elevenlabs,english_141.mp3,outputs\elevenlabs\english\english_141.mp3,4,5,4,5
elevenlabs,english_142.mp3,outputs\elevenlabs\english\english_142.mp3,3,5,5,5
elevenlabs,english_143.mp3,outputs\elevenlabs\english\english_143.mp3,3,5,5,5
elevenlabs,english_144.mp3,outputs\elevenlabs\english\english_144.mp3,3,5,5,5
elevenlabs,english_145.mp3,outputs\elevenlabs\english\english_145.mp3,3,5,5,5
elevenlabs,english_146.mp3,outputs\elevenlabs\english\english_146.mp3,3,5,4,5
elevenlabs,english_147.mp3,outputs\elevenlabs\english\english_147.mp3,3,5,5,5
elevenlabs,english_148.mp3,outputs\elevenlabs\english\english_148.mp3,3,5,5,5
elevenlabs,english_149.mp3,outputs\elevenlabs\english\english_149.mp3,3,5,5,5
elevenlabs,english_150.mp3,outputs\elevenlabs\english\english_150.mp3,3,5,5,5
elevenlabs,english_151.mp3,outputs\elevenlabs\english\english_151.mp3,3,5,5,5
elevenlabs,english_152.mp3,outputs\elevenlabs\english\english_152.mp3,3,5,5,5
elevenlabs,english_153.mp3,outputs\elevenlabs\english\english_153.mp3,3,5,5,5
elevenlabs,english_154.mp3,outputs\elevenlabs\english\english_154.mp3,3,5,5,5
elevenlabs,english_155.mp3,outputs\elevenlabs\english\english_155.mp3,3,5,5,5
elevenlabs,english_156.mp3,outputs\elevenlabs\english\english_156.mp3,3,5,5,5
elevenlabs,english_157.mp3,outputs\elevenlabs\english\english_157.mp3,3,5,5,5
elevenlabs,english_158.mp3,outputs\elevenlabs\english\english_158.mp3,4,4,5,3
elevenlabs,english_159.mp3,outputs\elevenlabs\english\english_159.mp3,4,5,5,5
elevenlabs,english_160.mp3,outputs\elevenlabs\english\english_160.mp3,4,5,5,4
elevenlabs,english_161.mp3,outputs\elevenlabs\english\english_161.mp3,4,5,5,5
elevenlabs,english_162.mp3,outputs\elevenlabs\english\english_162.mp3,4,5,5,5
elevenlabs,english_163.mp3,outputs\elevenlabs\english\english_163.mp3,3,5,5,5
elevenlabs,english_164.mp3,outputs\elevenlabs\english\english_164.mp3,4,5,5,5
elevenlabs,english_165.mp3,outputs\elevenlabs\english\english_165.mp3,4,5,5,5
elevenlabs,english_166.mp3,outputs\elevenlabs\english\english_166.mp3,4,5,5,5
elevenlabs,english_167.mp3,outputs\elevenlabs\english\english_167.mp3,5,5,5,5
elevenlabs,english_168.mp3,outputs\elevenlabs\english\english_168.mp3,4,5,5,4
elevenlabs,english_169.mp3,outputs\elevenlabs\english\english_169.mp3,4,5,5,4
sarvam,hindi_50.wav,outputs\sarvam\hindi\hindi_50.wav,5,5,5,4
elevenlabs,hindi_50.mp3,outputs\elevenlabs\hindi\hindi_50.mp3,3,5,5,5
sarvam,hindi_51.wav,outputs\sarvam\hindi\hindi_51.wav,5,5,5,4
sarvam,hindi_52.wav,outputs\sarvam\hindi\hindi_52.wav,5,5,5,5
sarvam,hindi_53.wav,outputs\sarvam\hindi\hindi_53.wav,5,5,4,5
sarvam,hindi_54.wav,outputs\sarvam\hindi\hindi_54.wav,5,5,4,4
sarvam,hindi_55.wav,outputs\sarvam\hindi\hindi_55.wav,5,5,5,5
sarvam,hindi_56.wav,outputs\sarvam\hindi\hindi_56.wav,5,5,5,5
sarvam,hindi_57.wav,outputs\sarvam\hindi\hindi_57.wav,5,5,5,5
sarvam,hindi_58.wav,outputs\sarvam\hindi\hindi_58.wav,5,5,5,5
sarvam,hindi_59.wav,outputs\sarvam\hindi\hindi_59.wav,5,5,5,5
elevenlabs,hindi_51.mp3,outputs\elevenlabs\hindi\hindi_51.mp3,3,5,5,5
elevenlabs,hindi_52.mp3,outputs\elevenlabs\hindi\hindi_52.mp3,3,5,5,4
elevenlabs,hindi_53.mp3,outputs\elevenlabs\hindi\hindi_53.mp3,3,5,5,4
elevenlabs,hindi_54.mp3,outputs\elevenlabs\hindi\hindi_54.mp3,3,5,4,4
elevenlabs,hindi_55.mp3,outputs\elevenlabs\hindi\hindi_55.mp3,3,5,5,5
elevenlabs,hindi_56.mp3,outputs\elevenlabs\hindi\hindi_56.mp3,3,5,5,5
elevenlabs,hindi_57.mp3,outputs\elevenlabs\hindi\hindi_57.mp3,3,5,5,5
elevenlabs,hindi_58.mp3,outputs\elevenlabs\hindi\hindi_58.mp3,3,5,5,5
elevenlabs,hindi_59.mp3,outputs\elevenlabs\hindi\hindi_59.mp3,3,5,5,5
sarvam,hindi_60.wav,outputs\sarvam\hindi\hindi_60.wav,5,4,5,3
sarvam,hindi_61.wav,outputs\sarvam\hindi\hindi_61.wav,5,5,5,5
sarvam,hindi_62.wav,outputs\sarvam\hindi\hindi_62.wav,5,5,5,5
sarvam,hindi_63.wav,outputs\sarvam\hindi\hindi_63.wav,5,5,5,5
sarvam,hindi_64.wav,outputs\sarvam\hindi\hindi_64.wav,5,5,5,5
sarvam,hindi_65.wav,outputs\sarvam\hindi\hindi_65.wav,5,5,5,5
sarvam,hindi_66.wav,outputs\sarvam\hindi\hindi_66.wav,5,5,5,4
sarvam,hindi_67.wav,outputs\sarvam\hindi\hindi_67.wav,5,5,5,5
sarvam,hindi_68.wav,outputs\sarvam\hindi\hindi_68.wav,5,5,5,5
sarvam,hindi_69.wav,outputs\sarvam\hindi\hindi_69.wav,5,5,5,5
sarvam,hindi_70.wav,outputs\sarvam\hindi\hindi_70.wav,5,5,5,5
sarvam,hindi_71.wav,outputs\sarvam\hindi\hindi_71.wav,5,5,5,5
sarvam,hindi_72.wav,outputs\sarvam\hindi\hindi_72.wav,5,5,5,5
sarvam,hindi_73.wav,outputs\sarvam\hindi\hindi_73.wav,5,5,5,5
sarvam,hindi_74.wav,outputs\sarvam\hindi\hindi_74.wav,4,5,5,4
sarvam,hindi_75.wav,outputs\sarvam\hindi\hindi_75.wav,5,5,5,5
sarvam,hindi_76.wav,outputs\sarvam\hindi\hindi_76.wav,5,5,5,5
sarvam,hindi_77.wav,outputs\sarvam\hindi\hindi_77.wav,5,4,3,4
sarvam,hindi_78.wav,outputs\sarvam\hindi\hindi_78.wav,5,5,5,5
elevenlabs,hindi_60.mp3,outputs\elevenlabs\hindi\hindi_60.mp3,3,5,5,5
elevenlabs,hindi_61.mp3,outputs\elevenlabs\hindi\hindi_61.mp3,3,5,5,5
elevenlabs,hindi_62.mp3,outputs\elevenlabs\hindi\hindi_62.mp3,3,5,5,5
elevenlabs,hindi_63.mp3,outputs\elevenlabs\hindi\hindi_63.mp3,3,5,5,5
elevenlabs,hindi_64.mp3,outputs\elevenlabs\hindi\hindi_64.mp3,3,5,5,5
elevenlabs,hindi_65.mp3,outputs\elevenlabs\hindi\hindi_65.mp3,3,5,5,5
elevenlabs,hindi_66.mp3,outputs\elevenlabs\hindi\hindi_66.mp3,3,5,5,5
elevenlabs,hindi_67.mp3,outputs\elevenlabs\hindi\hindi_67.mp3,3,5,5,5
elevenlabs,hindi_68.mp3,outputs\elevenlabs\hindi\hindi_68.mp3,3,5,5,5
elevenlabs,hindi_69.mp3,outputs\elevenlabs\hindi\hindi_69.mp3,3,5,5,5
elevenlabs,hindi_70.mp3,outputs\elevenlabs\hindi\hindi_70.mp3,3,5,5,5
elevenlabs,hindi_71.mp3,outputs\elevenlabs\hindi\hindi_71.mp3,3,5,5,5
elevenlabs,hindi_72.mp3,outputs\elevenlabs\hindi\hindi_72.mp3,3,5,5,5
elevenlabs,hindi_73.mp3,outputs\elevenlabs\hindi\hindi_73.mp3,3,5,5,5
elevenlabs,hindi_74.mp3,outputs\elevenlabs\hindi\hindi_74.mp3,3,5,5,5
elevenlabs,hindi_75.mp3,outputs\elevenlabs\hindi\hindi_75.mp3,3,5,5,5
elevenlabs,hindi_76.mp3,outputs\elevenlabs\hindi\hindi_76.mp3,3,5,5,5
elevenlabs,hindi_77.mp3,outputs\elevenlabs\hindi\hindi_77.mp3,3,5,5,5
elevenlabs,hindi_78.mp3,outputs\elevenlabs\hindi\hindi_78.mp3,3,5,5,5
elevenlabs,hindi_79.mp3,outputs\elevenlabs\hindi\hindi_79.mp3,3,5,5,5
elevenlabs,hindi_80.mp3,outputs\elevenlabs\hindi\hindi_80.mp3,3,5,5,5
elevenlabs,hindi_81.mp3,outputs\elevenlabs\hindi\hindi_81.mp3,4,5,5,5
elevenlabs,hindi_82.mp3,outputs\elevenlabs\hindi\hindi_82.mp3,3,5,5,5
elevenlabs,hindi_83.mp3,outputs\elevenlabs\hindi\hindi_83.mp3,3,5,5,5
elevenlabs,hindi_84.mp3,outputs\elevenlabs\hindi\hindi_84.mp3,3,5,5,5
elevenlabs,hindi_85.mp3,outputs\elevenlabs\hindi\hindi_85.mp3,3,5,5,5
elevenlabs,hindi_86.mp3,outputs\elevenlabs\hindi\hindi_86.mp3,3,5,5,5
elevenlabs,hindi_87.mp3,outputs\elevenlabs\hindi\hindi_87.mp3,3,5,5,5
elevenlabs,hindi_88.mp3,outputs\elevenlabs\hindi\hindi_88.mp3,3,5,5,4
elevenlabs,hindi_89.mp3,outputs\elevenlabs\hindi\hindi_89.mp3,3,5,5,5
elevenlabs,hindi_90.mp3,outputs\elevenlabs\hindi\hindi_90.mp3,3,5,5,5
elevenlabs,hindi_91.mp3,outputs\elevenlabs\hindi\hindi_91.mp3,3,5,5,5
elevenlabs,hindi_92.mp3,outputs\elevenlabs\hindi\hindi_92.mp3,3,5,5,5
elevenlabs,hindi_93.mp3,outputs\elevenlabs\hindi\hindi_93.mp3,3,5,5,5
elevenlabs,hindi_94.mp3,outputs\elevenlabs\hindi\hindi_94.mp3,3,5,5,4
elevenlabs,hindi_95.mp3,outputs\elevenlabs\hindi\hindi_95.mp3,3,5,5,5
elevenlabs,hindi_96.mp3,outputs\elevenlabs\hindi\hindi_96.mp3,3,5,5,5
elevenlabs,hindi_97.mp3,outputs\elevenlabs\hindi\hindi_97.mp3,3,5,5,5
elevenlabs,hindi_98.mp3,outputs\elevenlabs\hindi\hindi_98.mp3,3,5,5,5
elevenlabs,hindi_99.mp3,outputs\elevenlabs\hindi\hindi_99.mp3,3,5,5,5
sarvam,hindi_79.wav,outputs\sarvam\hindi\hindi_79.wav,5,4,4,4
sarvam,hindi_80.wav,outputs\sarvam\hindi\hindi_80.wav,5,5,4,4
sarvam,hindi_81.wav,outputs\sarvam\hindi\hindi_81.wav,5,5,5,5
sarvam,hindi_82.wav,outputs\sarvam\hindi\hindi_82.wav,4,5,5,5
sarvam,hindi_83.wav,outputs\sarvam\hindi\hindi_83.wav,4,4,4,4
sarvam,hindi_84.wav,outputs\sarvam\hindi\hindi_84.wav,4,5,5,5
sarvam,hindi_85.wav,outputs\sarvam\hindi\hindi_85.wav,4,5,5,5
sarvam,hindi_86.wav,outputs\sarvam\hindi\hindi_86.wav,5,5,5,5
sarvam,hindi_87.wav,outputs\sarvam\hindi\hindi_87.wav,5,5,5,5
sarvam,hindi_88.wav,outputs\sarvam\hindi\hindi_88.wav,5,4,5,4
sarvam,hindi_89.wav,outputs\sarvam\hindi\hindi_89.wav,5,5,5,5
sarvam,hindi_90.wav,outputs\sarvam\hindi\hindi_90.wav,5,5,5,5
sarvam,hindi_91.wav,outputs\sarvam\hindi\hindi_91.wav,5,5,5,5
sarvam,hindi_92.wav,outputs\sarvam\hindi\hindi_92.wav,5,5,5,5
sarvam,hindi_93.wav,outputs\sarvam\hindi\hindi_93.wav,5,4,5,4
sarvam,hindi_94.wav,outputs\sarvam\hindi\hindi_94.wav,5,5,5,5
sarvam,hindi_95.wav,outputs\sarvam\hindi\hindi_95.wav,5,5,5,5
sarvam,hindi_96.wav,outputs\sarvam\hindi\hindi_96.wav,5,5,5,5
sarvam,hindi_97.wav,outputs\sarvam\hindi\hindi_97.wav,5,5,5,5
sarvam,hindi_98.wav,outputs\sarvam\hindi\hindi_98.wav,5,4,5,4
sarvam,hindi_99.wav,outputs\sarvam\hindi\hindi_99.wav,4,4,4,4
